genome	rate	I_alg	S_alg	k	d	kmer_count	num_queries	index_bytes	pref
spneumo_pangenome_k32	0.01	bwa	prophasm	23	na	82605	1000000	5606791	bwa.spneumo_pangenome_k32.S_prophasm.k_23.d_na
spneumo_pangenome_k32	0.01	SSHash	prophasm	23	na	82605	1000000	814444	sshash.spneumo_pangenome_k32.S_prophasm.k_23.d_na
spneumo_pangenome_k32	0.01	FMSIv02	global	31	na	96277	1000000	565075	FMSIv02.spneumo_pangenome_k32.S_global.k_31.d_na
spneumo_pangenome_k32	0.01	fmsi	global	31	na	96277	1000000	632099	fmsi.spneumo_pangenome_k32.S_global.k_31.d_na
spneumo_pangenome_k32	0.01	FMSIv02	local	31	1	96277	1000000	842563	FMSIv02.spneumo_pangenome_k32.S_local.k_31.d_1
spneumo_pangenome_k32	0.01	FMSIv02	local	31	2	96277	1000000	835091	FMSIv02.spneumo_pangenome_k32.S_local.k_31.d_2
spneumo_pangenome_k32	0.01	FMSIv02	local	31	3	96277	1000000	827731	FMSIv02.spneumo_pangenome_k32.S_local.k_31.d_3
spneumo_pangenome_k32	0.01	FMSIv02	local	31	4	96277	1000000	820507	FMSIv02.spneumo_pangenome_k32.S_local.k_31.d_4
spneumo_pangenome_k32	0.01	FMSIv02	local	31	5	96277	1000000	813515	FMSIv02.spneumo_pangenome_k32.S_local.k_31.d_5
spneumo_pangenome_k32	0.01	fmsi	local	31	1	96277	1000000	944859	fmsi.spneumo_pangenome_k32.S_local.k_31.d_1
spneumo_pangenome_k32	0.01	fmsi	local	31	2	96277	1000000	935859	fmsi.spneumo_pangenome_k32.S_local.k_31.d_2
spneumo_pangenome_k32	0.01	fmsi	local	31	3	96277	1000000	927235	fmsi.spneumo_pangenome_k32.S_local.k_31.d_3
spneumo_pangenome_k32	0.01	fmsi	local	31	4	96277	1000000	919019	fmsi.spneumo_pangenome_k32.S_local.k_31.d_4
spneumo_pangenome_k32	0.01	fmsi	local	31	5	96277	1000000	911059	fmsi.spneumo_pangenome_k32.S_local.k_31.d_5
spneumo_pangenome_k32	0.01	cbl	none	31	na	96277	1000000	1196905	cbl.spneumo_pangenome_k32.S_none.k_31.d_na
spneumo_pangenome_k32	0.01	sbwt	none	31	0	96277	1000000	3339736	sbwt.spneumo_pangenome_k32.S_none.k_31.d_0
spneumo_pangenome_k32	0.01	sbwt	none	31	1	96277	1000000	2218584	sbwt.spneumo_pangenome_k32.S_none.k_31.d_1
spneumo_pangenome_k32	0.01	sbwt	none	31	2	96277	1000000	2522930	sbwt.spneumo_pangenome_k32.S_none.k_31.d_2
spneumo_pangenome_k32	0.01	bwa	prophasm	31	na	96277	1000000	7886638	bwa.spneumo_pangenome_k32.S_prophasm.k_31.d_na
spneumo_pangenome_k32	0.01	SSHash	prophasm	31	na	96277	1000000	1161290	sshash.spneumo_pangenome_k32.S_prophasm.k_31.d_na
spneumo_pangenome_k32	0.1	FMSIv02	global	15	na	663462	1000000	993732	FMSIv02.spneumo_pangenome_k32.S_global.k_15.d_na
spneumo_pangenome_k32	0.1	fmsi	global	15	na	663462	1000000	1104451	fmsi.spneumo_pangenome_k32.S_global.k_15.d_na
spneumo_pangenome_k32	0.1	FMSIv02	local	15	1	663462	1000000	2727853	FMSIv02.spneumo_pangenome_k32.S_local.k_15.d_1
spneumo_pangenome_k32	0.1	FMSIv02	local	15	2	663462	1000000	2439445	FMSIv02.spneumo_pangenome_k32.S_local.k_15.d_2
spneumo_pangenome_k32	0.1	FMSIv02	local	15	3	663462	1000000	2111373	FMSIv02.spneumo_pangenome_k32.S_local.k_15.d_3
spneumo_pangenome_k32	0.1	FMSIv02	local	15	4	663462	1000000	1749069	FMSIv02.spneumo_pangenome_k32.S_local.k_15.d_4
spneumo_pangenome_k32	0.1	FMSIv02	local	15	5	663462	1000000	1423229	FMSIv02.spneumo_pangenome_k32.S_local.k_15.d_5
spneumo_pangenome_k32	0.1	fmsi	local	15	1	663462	1000000	3165659	fmsi.spneumo_pangenome_k32.S_local.k_15.d_1
spneumo_pangenome_k32	0.1	fmsi	local	15	2	663462	1000000	2803347	fmsi.spneumo_pangenome_k32.S_local.k_15.d_2
spneumo_pangenome_k32	0.1	fmsi	local	15	3	663462	1000000	2409523	fmsi.spneumo_pangenome_k32.S_local.k_15.d_3
spneumo_pangenome_k32	0.1	fmsi	local	15	4	663462	1000000	1983899	fmsi.spneumo_pangenome_k32.S_local.k_15.d_4
spneumo_pangenome_k32	0.1	fmsi	local	15	5	663462	1000000	1605603	fmsi.spneumo_pangenome_k32.S_local.k_15.d_5
spneumo_pangenome_k32	0.1	cbl	none	15	na	663462	1000000	4958359	cbl.spneumo_pangenome_k32.S_none.k_15.d_na
spneumo_pangenome_k32	0.1	sbwt	none	15	0	663462	1000000	4481464	sbwt.spneumo_pangenome_k32.S_none.k_15.d_0
spneumo_pangenome_k32	0.1	sbwt	none	15	1	663462	1000000	2941144	sbwt.spneumo_pangenome_k32.S_none.k_15.d_1
spneumo_pangenome_k32	0.1	sbwt	none	15	2	663462	1000000	4041906	sbwt.spneumo_pangenome_k32.S_none.k_15.d_2
spneumo_pangenome_k32	0.1	bwa	prophasm	15	na	663462	1000000	33141145	bwa.spneumo_pangenome_k32.S_prophasm.k_15.d_na
spneumo_pangenome_k32	0.1	SSHash	prophasm	15	na	663462	1000000	4644018	sshash.spneumo_pangenome_k32.S_prophasm.k_15.d_na
spneumo_pangenome_k32	0.1	FMSIv02	global	17	na	717072	1000000	1314613	FMSIv02.spneumo_pangenome_k32.S_global.k_17.d_na
spneumo_pangenome_k32	0.1	fmsi	global	17	na	717072	1000000	1456427	fmsi.spneumo_pangenome_k32.S_global.k_17.d_na
spneumo_pangenome_k32	0.1	FMSIv02	local	17	1	717072	1000000	3321245	FMSIv02.spneumo_pangenome_k32.S_local.k_17.d_1
spneumo_pangenome_k32	0.1	FMSIv02	local	17	2	717072	1000000	3041005	FMSIv02.spneumo_pangenome_k32.S_local.k_17.d_2
spneumo_pangenome_k32	0.1	FMSIv02	local	17	3	717072	1000000	2785685	FMSIv02.spneumo_pangenome_k32.S_local.k_17.d_3
spneumo_pangenome_k32	0.1	FMSIv02	local	17	4	717072	1000000	2540477	FMSIv02.spneumo_pangenome_k32.S_local.k_17.d_4
spneumo_pangenome_k32	0.1	FMSIv02	local	17	5	717072	1000000	2280909	FMSIv02.spneumo_pangenome_k32.S_local.k_17.d_5
spneumo_pangenome_k32	0.1	fmsi	local	17	1	717072	1000000	3751827	fmsi.spneumo_pangenome_k32.S_local.k_17.d_1
spneumo_pangenome_k32	0.1	fmsi	local	17	2	717072	1000000	3422507	fmsi.spneumo_pangenome_k32.S_local.k_17.d_2
spneumo_pangenome_k32	0.1	fmsi	local	17	3	717072	1000000	3129187	fmsi.spneumo_pangenome_k32.S_local.k_17.d_3
spneumo_pangenome_k32	0.1	fmsi	local	17	4	717072	1000000	2847243	fmsi.spneumo_pangenome_k32.S_local.k_17.d_4
spneumo_pangenome_k32	0.1	fmsi	local	17	5	717072	1000000	2557075	fmsi.spneumo_pangenome_k32.S_local.k_17.d_5
spneumo_pangenome_k32	0.1	cbl	none	17	na	717072	1000000	5155363	cbl.spneumo_pangenome_k32.S_none.k_17.d_na
spneumo_pangenome_k32	0.1	sbwt	none	17	0	717072	1000000	6065816	sbwt.spneumo_pangenome_k32.S_none.k_17.d_0
spneumo_pangenome_k32	0.1	sbwt	none	17	1	717072	1000000	3774744	sbwt.spneumo_pangenome_k32.S_none.k_17.d_1
spneumo_pangenome_k32	0.1	sbwt	none	17	2	717072	1000000	5104514	sbwt.spneumo_pangenome_k32.S_none.k_17.d_2
spneumo_pangenome_k32	0.1	bwa	prophasm	17	na	717072	1000000	38446712	bwa.spneumo_pangenome_k32.S_prophasm.k_17.d_na
spneumo_pangenome_k32	0.1	SSHash	prophasm	17	na	717072	1000000	5397708	sshash.spneumo_pangenome_k32.S_prophasm.k_17.d_na
spneumo_pangenome_k32	0.1	FMSIv02	global	19	na	755141	1000000	1586797	FMSIv02.spneumo_pangenome_k32.S_global.k_19.d_na
spneumo_pangenome_k32	0.1	fmsi	global	19	na	755141	1000000	1759947	fmsi.spneumo_pangenome_k32.S_global.k_19.d_na
spneumo_pangenome_k32	0.1	FMSIv02	local	19	1	755141	1000000	3869805	FMSIv02.spneumo_pangenome_k32.S_local.k_19.d_1
spneumo_pangenome_k32	0.1	FMSIv02	local	19	2	755141	1000000	3548173	FMSIv02.spneumo_pangenome_k32.S_local.k_19.d_2
spneumo_pangenome_k32	0.1	FMSIv02	local	19	3	755141	1000000	3268796	FMSIv02.spneumo_pangenome_k32.S_local.k_19.d_3
spneumo_pangenome_k32	0.1	FMSIv02	local	19	4	755141	1000000	3027924	FMSIv02.spneumo_pangenome_k32.S_local.k_19.d_4
spneumo_pangenome_k32	0.1	FMSIv02	local	19	5	755141	1000000	2818388	FMSIv02.spneumo_pangenome_k32.S_local.k_19.d_5
spneumo_pangenome_k32	0.1	fmsi	local	19	1	755141	1000000	4356163	fmsi.spneumo_pangenome_k32.S_local.k_19.d_1
spneumo_pangenome_k32	0.1	fmsi	local	19	2	755141	1000000	3980195	fmsi.spneumo_pangenome_k32.S_local.k_19.d_2
spneumo_pangenome_k32	0.1	fmsi	local	19	3	755141	1000000	3661187	fmsi.spneumo_pangenome_k32.S_local.k_19.d_3
spneumo_pangenome_k32	0.1	fmsi	local	19	4	755141	1000000	3388371	fmsi.spneumo_pangenome_k32.S_local.k_19.d_4
spneumo_pangenome_k32	0.1	fmsi	local	19	5	755141	1000000	3151755	fmsi.spneumo_pangenome_k32.S_local.k_19.d_5
spneumo_pangenome_k32	0.1	cbl	none	19	na	755141	1000000	5983102	cbl.spneumo_pangenome_k32.S_none.k_19.d_na
spneumo_pangenome_k32	0.1	sbwt	none	19	0	755141	1000000	7717624	sbwt.spneumo_pangenome_k32.S_none.k_19.d_0
spneumo_pangenome_k32	0.1	sbwt	none	19	1	755141	1000000	4644440	sbwt.spneumo_pangenome_k32.S_none.k_19.d_1
spneumo_pangenome_k32	0.1	sbwt	none	19	2	755141	1000000	6145962	sbwt.spneumo_pangenome_k32.S_none.k_19.d_2
spneumo_pangenome_k32	0.1	bwa	prophasm	19	na	755141	1000000	43007733	bwa.spneumo_pangenome_k32.S_prophasm.k_19.d_na
spneumo_pangenome_k32	0.1	SSHash	prophasm	19	na	755141	1000000	6114764	sshash.spneumo_pangenome_k32.S_prophasm.k_19.d_na
spneumo_pangenome_k32	0.1	FMSIv02	global	21	na	791006	1000000	1831149	FMSIv02.spneumo_pangenome_k32.S_global.k_21.d_na
spneumo_pangenome_k32	0.1	fmsi	global	21	na	791006	1000000	2030771	fmsi.spneumo_pangenome_k32.S_global.k_21.d_na
spneumo_pangenome_k32	0.1	FMSIv02	local	21	1	791006	1000000	4437622	FMSIv02.spneumo_pangenome_k32.S_local.k_21.d_1
spneumo_pangenome_k32	0.1	FMSIv02	local	21	2	791006	1000000	4060269	FMSIv02.spneumo_pangenome_k32.S_local.k_21.d_2
spneumo_pangenome_k32	0.1	FMSIv02	local	21	3	791006	1000000	3736108	FMSIv02.spneumo_pangenome_k32.S_local.k_21.d_3
spneumo_pangenome_k32	0.1	FMSIv02	local	21	4	791006	1000000	3463996	FMSIv02.spneumo_pangenome_k32.S_local.k_21.d_4
spneumo_pangenome_k32	0.1	FMSIv02	local	21	5	791006	1000000	3230940	FMSIv02.spneumo_pangenome_k32.S_local.k_21.d_5
spneumo_pangenome_k32	0.1	fmsi	local	21	1	791006	1000000	4989203	fmsi.spneumo_pangenome_k32.S_local.k_21.d_1
spneumo_pangenome_k32	0.1	fmsi	local	21	2	791006	1000000	4551339	fmsi.spneumo_pangenome_k32.S_local.k_21.d_2
spneumo_pangenome_k32	0.1	fmsi	local	21	3	791006	1000000	4180883	fmsi.spneumo_pangenome_k32.S_local.k_21.d_3
spneumo_pangenome_k32	0.1	fmsi	local	21	4	791006	1000000	3874179	fmsi.spneumo_pangenome_k32.S_local.k_21.d_4
spneumo_pangenome_k32	0.1	fmsi	local	21	5	791006	1000000	3611899	fmsi.spneumo_pangenome_k32.S_local.k_21.d_5
spneumo_pangenome_k32	0.1	cbl	none	21	na	791006	1000000	6035922	cbl.spneumo_pangenome_k32.S_none.k_21.d_na
spneumo_pangenome_k32	0.1	sbwt	none	21	0	791006	1000000	9477208	sbwt.spneumo_pangenome_k32.S_none.k_21.d_0
spneumo_pangenome_k32	0.1	sbwt	none	21	1	791006	1000000	5567640	sbwt.spneumo_pangenome_k32.S_none.k_21.d_1
spneumo_pangenome_k32	0.1	sbwt	none	21	2	791006	1000000	7225098	sbwt.spneumo_pangenome_k32.S_none.k_21.d_2
spneumo_pangenome_k32	0.1	bwa	prophasm	21	na	791006	1000000	47612497	bwa.spneumo_pangenome_k32.S_prophasm.k_21.d_na
spneumo_pangenome_k32	0.1	SSHash	prophasm	21	na	791006	1000000	6843254	sshash.spneumo_pangenome_k32.S_prophasm.k_21.d_na
spneumo_pangenome_k32	0.1	FMSIv02	global	23	na	826059	1000000	2057797	FMSIv02.spneumo_pangenome_k32.S_global.k_23.d_na
spneumo_pangenome_k32	0.1	fmsi	global	23	na	826059	1000000	2282699	fmsi.spneumo_pangenome_k32.S_global.k_23.d_na
spneumo_pangenome_k32	0.1	FMSIv02	local	23	1	826059	1000000	5039295	FMSIv02.spneumo_pangenome_k32.S_local.k_23.d_1
spneumo_pangenome_k32	0.1	FMSIv02	local	23	2	826059	1000000	4607919	FMSIv02.spneumo_pangenome_k32.S_local.k_23.d_2
spneumo_pangenome_k32	0.1	FMSIv02	local	23	3	826059	1000000	4235167	FMSIv02.spneumo_pangenome_k32.S_local.k_23.d_3
spneumo_pangenome_k32	0.1	FMSIv02	local	23	4	826059	1000000	3916942	FMSIv02.spneumo_pangenome_k32.S_local.k_23.d_4
spneumo_pangenome_k32	0.1	FMSIv02	local	23	5	826059	1000000	3645926	FMSIv02.spneumo_pangenome_k32.S_local.k_23.d_5
spneumo_pangenome_k32	0.1	fmsi	local	23	1	826059	1000000	5666971	fmsi.spneumo_pangenome_k32.S_local.k_23.d_1
spneumo_pangenome_k32	0.1	fmsi	local	23	2	826059	1000000	5159987	fmsi.spneumo_pangenome_k32.S_local.k_23.d_2
spneumo_pangenome_k32	0.1	fmsi	local	23	3	826059	1000000	4737331	fmsi.spneumo_pangenome_k32.S_local.k_23.d_3
spneumo_pangenome_k32	0.1	fmsi	local	23	4	826059	1000000	4379499	fmsi.spneumo_pangenome_k32.S_local.k_23.d_4
spneumo_pangenome_k32	0.1	fmsi	local	23	5	826059	1000000	4072483	fmsi.spneumo_pangenome_k32.S_local.k_23.d_5
spneumo_pangenome_k32	0.1	cbl	none	23	na	826059	1000000	6968521	cbl.spneumo_pangenome_k32.S_none.k_23.d_na
spneumo_pangenome_k32	0.1	sbwt	none	23	0	826059	1000000	11362264	sbwt.spneumo_pangenome_k32.S_none.k_23.d_0
spneumo_pangenome_k32	0.1	sbwt	none	23	1	826059	1000000	6554840	sbwt.spneumo_pangenome_k32.S_none.k_23.d_1
spneumo_pangenome_k32	0.1	sbwt	none	23	2	826059	1000000	8362498	sbwt.spneumo_pangenome_k32.S_none.k_23.d_2
spneumo_pangenome_k32	0.1	bwa	prophasm	23	na	826059	1000000	52444361	bwa.spneumo_pangenome_k32.S_prophasm.k_23.d_na
spneumo_pangenome_k32	0.1	SSHash	prophasm	23	na	826059	1000000	7685884	sshash.spneumo_pangenome_k32.S_prophasm.k_23.d_na
spneumo_pangenome_k32	0.1	FMSIv02	global	31	na	962775	1000000	2834349	FMSIv02.spneumo_pangenome_k32.S_global.k_31.d_na
spneumo_pangenome_k32	0.1	fmsi	global	31	na	962775	1000000	3153243	fmsi.spneumo_pangenome_k32.S_global.k_31.d_na
spneumo_pangenome_k32	0.1	FMSIv02	local	31	1	962775	1000000	7733784	FMSIv02.spneumo_pangenome_k32.S_local.k_31.d_1
spneumo_pangenome_k32	0.1	FMSIv02	local	31	2	962775	1000000	7045312	FMSIv02.spneumo_pangenome_k32.S_local.k_31.d_2
spneumo_pangenome_k32	0.1	FMSIv02	local	31	3	962775	1000000	6444192	FMSIv02.spneumo_pangenome_k32.S_local.k_31.d_3
spneumo_pangenome_k32	0.1	FMSIv02	local	31	4	962775	1000000	5924824	FMSIv02.spneumo_pangenome_k32.S_local.k_31.d_4
spneumo_pangenome_k32	0.1	FMSIv02	local	31	5	962775	1000000	5477279	FMSIv02.spneumo_pangenome_k32.S_local.k_31.d_5
spneumo_pangenome_k32	0.1	fmsi	local	31	1	962775	1000000	8625219	fmsi.spneumo_pangenome_k32.S_local.k_31.d_1
spneumo_pangenome_k32	0.1	fmsi	local	31	2	962775	1000000	7846315	fmsi.spneumo_pangenome_k32.S_local.k_31.d_2
spneumo_pangenome_k32	0.1	fmsi	local	31	3	962775	1000000	7174715	fmsi.spneumo_pangenome_k32.S_local.k_31.d_3
spneumo_pangenome_k32	0.1	fmsi	local	31	4	962775	1000000	6597267	fmsi.spneumo_pangenome_k32.S_local.k_31.d_4
spneumo_pangenome_k32	0.1	fmsi	local	31	5	962775	1000000	6097387	fmsi.spneumo_pangenome_k32.S_local.k_31.d_5
spneumo_pangenome_k32	0.1	cbl	none	31	na	962775	1000000	9267357	cbl.spneumo_pangenome_k32.S_none.k_31.d_na
spneumo_pangenome_k32	0.1	sbwt	none	31	0	962775	1000000	20002456	sbwt.spneumo_pangenome_k32.S_none.k_31.d_0
spneumo_pangenome_k32	0.1	sbwt	none	31	1	962775	1000000	11092920	sbwt.spneumo_pangenome_k32.S_none.k_31.d_1
spneumo_pangenome_k32	0.1	sbwt	none	31	2	962775	1000000	13437626	sbwt.spneumo_pangenome_k32.S_none.k_31.d_2
spneumo_pangenome_k32	0.1	bwa	prophasm	31	na	962775	1000000	73444839	bwa.spneumo_pangenome_k32.S_prophasm.k_31.d_na
spneumo_pangenome_k32	0.1	SSHash	prophasm	31	na	962775	1000000	10788094	sshash.spneumo_pangenome_k32.S_prophasm.k_31.d_na
spneumo_pangenome_k32	0.2	FMSIv02	global	15	na	1326925	1000000	1622789	FMSIv02.spneumo_pangenome_k32.S_global.k_15.d_na
spneumo_pangenome_k32	0.2	fmsi	global	15	na	1326925	1000000	1802875	fmsi.spneumo_pangenome_k32.S_global.k_15.d_na
spneumo_pangenome_k32	0.2	FMSIv02	local	15	1	1326925	1000000	4920863	FMSIv02.spneumo_pangenome_k32.S_local.k_15.d_1
spneumo_pangenome_k32	0.2	FMSIv02	local	15	2	1326925	1000000	4003246	FMSIv02.spneumo_pangenome_k32.S_local.k_15.d_2
spneumo_pangenome_k32	0.2	FMSIv02	local	15	3	1326925	1000000	3231061	FMSIv02.spneumo_pangenome_k32.S_local.k_15.d_3
spneumo_pangenome_k32	0.2	FMSIv02	local	15	4	1326925	1000000	2612180	FMSIv02.spneumo_pangenome_k32.S_local.k_15.d_4
spneumo_pangenome_k32	0.2	FMSIv02	local	15	5	1326925	1000000	2192941	FMSIv02.spneumo_pangenome_k32.S_local.k_15.d_5
spneumo_pangenome_k32	0.2	fmsi	local	15	1	1326925	1000000	5815691	fmsi.spneumo_pangenome_k32.S_local.k_15.d_1
spneumo_pangenome_k32	0.2	fmsi	local	15	2	1326925	1000000	4646659	fmsi.spneumo_pangenome_k32.S_local.k_15.d_2
spneumo_pangenome_k32	0.2	fmsi	local	15	3	1326925	1000000	3701619	fmsi.spneumo_pangenome_k32.S_local.k_15.d_3
spneumo_pangenome_k32	0.2	fmsi	local	15	4	1326925	1000000	2962035	fmsi.spneumo_pangenome_k32.S_local.k_15.d_4
spneumo_pangenome_k32	0.2	fmsi	local	15	5	1326925	1000000	2472115	fmsi.spneumo_pangenome_k32.S_local.k_15.d_5
spneumo_pangenome_k32	0.2	cbl	none	15	na	1326925	1000000	8491051	cbl.spneumo_pangenome_k32.S_none.k_15.d_na
spneumo_pangenome_k32	0.2	sbwt	none	15	0	1326925	1000000	6774104	sbwt.spneumo_pangenome_k32.S_none.k_15.d_0
spneumo_pangenome_k32	0.2	sbwt	none	15	1	1326925	1000000	4325368	sbwt.spneumo_pangenome_k32.S_none.k_15.d_1
spneumo_pangenome_k32	0.2	sbwt	none	15	2	1326925	1000000	6118042	sbwt.spneumo_pangenome_k32.S_none.k_15.d_2
spneumo_pangenome_k32	0.2	bwa	prophasm	15	na	1326925	1000000	59250001	bwa.spneumo_pangenome_k32.S_prophasm.k_15.d_na
spneumo_pangenome_k32	0.2	SSHash	prophasm	15	na	1326925	1000000	8309146	sshash.spneumo_pangenome_k32.S_prophasm.k_15.d_na
spneumo_pangenome_k32	0.2	FMSIv02	global	17	na	1434145	1000000	2057477	FMSIv02.spneumo_pangenome_k32.S_global.k_17.d_na
spneumo_pangenome_k32	0.2	fmsi	global	17	na	1434145	1000000	2274179	fmsi.spneumo_pangenome_k32.S_global.k_17.d_na
spneumo_pangenome_k32	0.2	FMSIv02	local	17	1	1434145	1000000	6013632	FMSIv02.spneumo_pangenome_k32.S_local.k_17.d_1
spneumo_pangenome_k32	0.2	FMSIv02	local	17	2	1434145	1000000	5039031	FMSIv02.spneumo_pangenome_k32.S_local.k_17.d_2
spneumo_pangenome_k32	0.2	FMSIv02	local	17	3	1434145	1000000	4290942	FMSIv02.spneumo_pangenome_k32.S_local.k_17.d_3
spneumo_pangenome_k32	0.2	FMSIv02	local	17	4	1434145	1000000	3711781	FMSIv02.spneumo_pangenome_k32.S_local.k_17.d_4
spneumo_pangenome_k32	0.2	FMSIv02	local	17	5	1434145	1000000	3254853	FMSIv02.spneumo_pangenome_k32.S_local.k_17.d_5
spneumo_pangenome_k32	0.2	fmsi	local	17	1	1434145	1000000	6835299	fmsi.spneumo_pangenome_k32.S_local.k_17.d_1
spneumo_pangenome_k32	0.2	fmsi	local	17	2	1434145	1000000	5674043	fmsi.spneumo_pangenome_k32.S_local.k_17.d_2
spneumo_pangenome_k32	0.2	fmsi	local	17	3	1434145	1000000	4813771	fmsi.spneumo_pangenome_k32.S_local.k_17.d_3
spneumo_pangenome_k32	0.2	fmsi	local	17	4	1434145	1000000	4154371	fmsi.spneumo_pangenome_k32.S_local.k_17.d_4
spneumo_pangenome_k32	0.2	fmsi	local	17	5	1434145	1000000	3641859	fmsi.spneumo_pangenome_k32.S_local.k_17.d_5
spneumo_pangenome_k32	0.2	cbl	none	17	na	1434145	1000000	8783174	cbl.spneumo_pangenome_k32.S_none.k_17.d_na
spneumo_pangenome_k32	0.2	sbwt	none	17	0	1434145	1000000	9556152	sbwt.spneumo_pangenome_k32.S_none.k_17.d_0
spneumo_pangenome_k32	0.2	sbwt	none	17	1	1434145	1000000	5852984	sbwt.spneumo_pangenome_k32.S_none.k_17.d_1
spneumo_pangenome_k32	0.2	sbwt	none	17	2	1434145	1000000	8009026	sbwt.spneumo_pangenome_k32.S_none.k_17.d_2
spneumo_pangenome_k32	0.2	bwa	prophasm	17	na	1434145	1000000	69231316	bwa.spneumo_pangenome_k32.S_prophasm.k_17.d_na
spneumo_pangenome_k32	0.2	SSHash	prophasm	17	na	1434145	1000000	9817252	sshash.spneumo_pangenome_k32.S_prophasm.k_17.d_na
spneumo_pangenome_k32	0.2	FMSIv02	global	19	na	1510282	1000000	2376077	FMSIv02.spneumo_pangenome_k32.S_global.k_19.d_na
spneumo_pangenome_k32	0.2	fmsi	global	19	na	1510282	1000000	2625547	fmsi.spneumo_pangenome_k32.S_global.k_19.d_na
spneumo_pangenome_k32	0.2	FMSIv02	local	19	1	1510282	1000000	6997720	FMSIv02.spneumo_pangenome_k32.S_local.k_19.d_1
spneumo_pangenome_k32	0.2	FMSIv02	local	19	2	1510282	1000000	5861408	FMSIv02.spneumo_pangenome_k32.S_local.k_19.d_2
spneumo_pangenome_k32	0.2	FMSIv02	local	19	3	1510282	1000000	5008502	FMSIv02.spneumo_pangenome_k32.S_local.k_19.d_3
spneumo_pangenome_k32	0.2	FMSIv02	local	19	4	1510282	1000000	4373765	FMSIv02.spneumo_pangenome_k32.S_local.k_19.d_4
spneumo_pangenome_k32	0.2	FMSIv02	local	19	5	1510282	1000000	3905133	FMSIv02.spneumo_pangenome_k32.S_local.k_19.d_5
spneumo_pangenome_k32	0.2	fmsi	local	19	1	1510282	1000000	7897483	fmsi.spneumo_pangenome_k32.S_local.k_19.d_1
spneumo_pangenome_k32	0.2	fmsi	local	19	2	1510282	1000000	6577019	fmsi.spneumo_pangenome_k32.S_local.k_19.d_2
spneumo_pangenome_k32	0.2	fmsi	local	19	3	1510282	1000000	5592787	fmsi.spneumo_pangenome_k32.S_local.k_19.d_3
spneumo_pangenome_k32	0.2	fmsi	local	19	4	1510282	1000000	4876451	fmsi.spneumo_pangenome_k32.S_local.k_19.d_4
spneumo_pangenome_k32	0.2	fmsi	local	19	5	1510282	1000000	4348283	fmsi.spneumo_pangenome_k32.S_local.k_19.d_5
spneumo_pangenome_k32	0.2	cbl	none	19	na	1510282	1000000	10367486	cbl.spneumo_pangenome_k32.S_none.k_19.d_na
spneumo_pangenome_k32	0.2	sbwt	none	19	0	1510282	1000000	12433848	sbwt.spneumo_pangenome_k32.S_none.k_19.d_0
spneumo_pangenome_k32	0.2	sbwt	none	19	1	1510282	1000000	7446552	sbwt.spneumo_pangenome_k32.S_none.k_19.d_1
spneumo_pangenome_k32	0.2	sbwt	none	19	2	1510282	1000000	9836138	sbwt.spneumo_pangenome_k32.S_none.k_19.d_2
spneumo_pangenome_k32	0.2	bwa	prophasm	19	na	1510282	1000000	77355809	bwa.spneumo_pangenome_k32.S_prophasm.k_19.d_na
spneumo_pangenome_k32	0.2	SSHash	prophasm	19	na	1510282	1000000	11074754	sshash.spneumo_pangenome_k32.S_prophasm.k_19.d_na
spneumo_pangenome_k32	0.2	FMSIv02	global	21	na	1582012	1000000	2637845	FMSIv02.spneumo_pangenome_k32.S_global.k_21.d_na
spneumo_pangenome_k32	0.2	fmsi	global	21	na	1582012	1000000	2915643	fmsi.spneumo_pangenome_k32.S_global.k_21.d_na
spneumo_pangenome_k32	0.2	FMSIv02	local	21	1	1582012	1000000	8019815	FMSIv02.spneumo_pangenome_k32.S_local.k_21.d_1
spneumo_pangenome_k32	0.2	FMSIv02	local	21	2	1582012	1000000	6697263	FMSIv02.spneumo_pangenome_k32.S_local.k_21.d_2
spneumo_pangenome_k32	0.2	FMSIv02	local	21	3	1582012	1000000	5702846	FMSIv02.spneumo_pangenome_k32.S_local.k_21.d_3
spneumo_pangenome_k32	0.2	FMSIv02	local	21	4	1582012	1000000	4964054	FMSIv02.spneumo_pangenome_k32.S_local.k_21.d_4
spneumo_pangenome_k32	0.2	FMSIv02	local	21	5	1582012	1000000	4414693	FMSIv02.spneumo_pangenome_k32.S_local.k_21.d_5
spneumo_pangenome_k32	0.2	fmsi	local	21	1	1582012	1000000	9032651	fmsi.spneumo_pangenome_k32.S_local.k_21.d_1
spneumo_pangenome_k32	0.2	fmsi	local	21	2	1582012	1000000	7502211	fmsi.spneumo_pangenome_k32.S_local.k_21.d_2
spneumo_pangenome_k32	0.2	fmsi	local	21	3	1582012	1000000	6369987	fmsi.spneumo_pangenome_k32.S_local.k_21.d_3
spneumo_pangenome_k32	0.2	fmsi	local	21	4	1582012	1000000	5527323	fmsi.spneumo_pangenome_k32.S_local.k_21.d_4
spneumo_pangenome_k32	0.2	fmsi	local	21	5	1582012	1000000	4910627	fmsi.spneumo_pangenome_k32.S_local.k_21.d_5
spneumo_pangenome_k32	0.2	cbl	none	21	na	1582012	1000000	10432430	cbl.spneumo_pangenome_k32.S_none.k_21.d_na
spneumo_pangenome_k32	0.2	sbwt	none	21	0	1582012	1000000	15504728	sbwt.spneumo_pangenome_k32.S_none.k_21.d_0
