genome	rate	I_alg	S_alg	k	d	kmer_count	num_queries	index_bytes	pref
sars-cov-2_pangenome_k32	0.3	FMSIv02	local	23	3	2408694	1000000	6912127	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_23.d_3
sars-cov-2_pangenome_k32	0.3	FMSIv02	local	23	4	2408694	1000000	5721974	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_23.d_4
sars-cov-2_pangenome_k32	0.3	FMSIv02	local	23	5	2408694	1000000	4971342	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_23.d_5
sars-cov-2_pangenome_k32	0.3	fmsi	local	23	1	2408694	1000000	12098779	fmsi.sars-cov-2_pangenome_k32.S_local.k_23.d_1
sars-cov-2_pangenome_k32	0.3	fmsi	local	23	2	2408694	1000000	9032563	fmsi.sars-cov-2_pangenome_k32.S_local.k_23.d_2
sars-cov-2_pangenome_k32	0.3	fmsi	local	23	3	2408694	1000000	7088667	fmsi.sars-cov-2_pangenome_k32.S_local.k_23.d_3
sars-cov-2_pangenome_k32	0.3	fmsi	local	23	4	2408694	1000000	5850115	fmsi.sars-cov-2_pangenome_k32.S_local.k_23.d_4
sars-cov-2_pangenome_k32	0.3	fmsi	local	23	5	2408694	1000000	5058371	fmsi.sars-cov-2_pangenome_k32.S_local.k_23.d_5
sars-cov-2_pangenome_k32	0.3	cbl	none	23	na	2408694	1000000	15907984	cbl.sars-cov-2_pangenome_k32.S_none.k_23.d_na
sars-cov-2_pangenome_k32	0.3	sbwt	none	23	0	2408694	1000000	20017080	sbwt.sars-cov-2_pangenome_k32.S_none.k_23.d_0
sars-cov-2_pangenome_k32	0.3	sbwt	none	23	1	2408694	1000000	12222616	sbwt.sars-cov-2_pangenome_k32.S_none.k_23.d_1
sars-cov-2_pangenome_k32	0.3	sbwt	none	23	2	2408694	1000000	15088474	sbwt.sars-cov-2_pangenome_k32.S_none.k_23.d_2
sars-cov-2_pangenome_k32	0.3	bwa	prophasm	23	na	2408694	1000000	120030452	bwa.sars-cov-2_pangenome_k32.S_prophasm.k_23.d_na
sars-cov-2_pangenome_k32	0.3	SSHash	prophasm	23	na	2408694	1000000	17654364	sshash.sars-cov-2_pangenome_k32.S_prophasm.k_23.d_na
sars-cov-2_pangenome_k32	0.3	FMSIv02	global	31	na	3385172	1000000	4813670	FMSIv02.sars-cov-2_pangenome_k32.S_global.k_31.d_na
sars-cov-2_pangenome_k32	0.3	fmsi	global	31	na	3385172	1000000	4423003	fmsi.sars-cov-2_pangenome_k32.S_global.k_31.d_na
sars-cov-2_pangenome_k32	0.3	FMSIv02	local	31	1	3385172	1000000	21508521	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_31.d_1
sars-cov-2_pangenome_k32	0.3	FMSIv02	local	31	2	3385172	1000000	15949105	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_31.d_2
sars-cov-2_pangenome_k32	0.3	FMSIv02	local	31	3	3385172	1000000	12297569	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_31.d_3
sars-cov-2_pangenome_k32	0.3	FMSIv02	local	31	4	3385172	1000000	9912377	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_31.d_4
sars-cov-2_pangenome_k32	0.3	FMSIv02	local	31	5	3385172	1000000	8360400	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_31.d_5
sars-cov-2_pangenome_k32	0.3	fmsi	local	31	1	3385172	1000000	19837563	fmsi.sars-cov-2_pangenome_k32.S_local.k_31.d_1
sars-cov-2_pangenome_k32	0.3	fmsi	local	31	2	3385172	1000000	14712707	fmsi.sars-cov-2_pangenome_k32.S_local.k_31.d_2
sars-cov-2_pangenome_k32	0.3	fmsi	local	31	3	3385172	1000000	11357483	fmsi.sars-cov-2_pangenome_k32.S_local.k_31.d_3
sars-cov-2_pangenome_k32	0.3	fmsi	local	31	4	3385172	1000000	9135155	fmsi.sars-cov-2_pangenome_k32.S_local.k_31.d_4
sars-cov-2_pangenome_k32	0.3	fmsi	local	31	5	3385172	1000000	7683307	fmsi.sars-cov-2_pangenome_k32.S_local.k_31.d_5
sars-cov-2_pangenome_k32	0.3	cbl	none	31	na	3385172	1000000	26878613	cbl.sars-cov-2_pangenome_k32.S_none.k_31.d_na
sars-cov-2_pangenome_k32	0.3	sbwt	none	31	0	3385172	1000000	39875320	sbwt.sars-cov-2_pangenome_k32.S_none.k_31.d_0
sars-cov-2_pangenome_k32	0.3	sbwt	none	31	1	3385172	1000000	23811224	sbwt.sars-cov-2_pangenome_k32.S_none.k_31.d_1
sars-cov-2_pangenome_k32	0.3	sbwt	none	31	2	3385172	1000000	27667626	sbwt.sars-cov-2_pangenome_k32.S_none.k_31.d_2
sars-cov-2_pangenome_k32	0.3	bwa	prophasm	31	na	3385172	1000000	202736137	bwa.sars-cov-2_pangenome_k32.S_prophasm.k_31.d_na
sars-cov-2_pangenome_k32	0.3	SSHash	prophasm	31	na	3385172	1000000	29973788	sshash.sars-cov-2_pangenome_k32.S_prophasm.k_31.d_na
sars-cov-2_pangenome_k32	0.4	FMSIv02	global	15	na	1926582	1000000	1810445	FMSIv02.sars-cov-2_pangenome_k32.S_global.k_15.d_na
sars-cov-2_pangenome_k32	0.4	fmsi	global	15	na	1926582	1000000	2004195	fmsi.sars-cov-2_pangenome_k32.S_global.k_15.d_na
sars-cov-2_pangenome_k32	0.4	FMSIv02	local	15	1	1926582	1000000	5629694	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_15.d_1
sars-cov-2_pangenome_k32	0.4	FMSIv02	local	15	2	1926582	1000000	3954437	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_15.d_2
sars-cov-2_pangenome_k32	0.4	FMSIv02	local	15	3	1926582	1000000	3073037	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_15.d_3
sars-cov-2_pangenome_k32	0.4	FMSIv02	local	15	4	1926582	1000000	2621789	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_15.d_4
sars-cov-2_pangenome_k32	0.4	FMSIv02	local	15	5	1926582	1000000	2390277	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_15.d_5
sars-cov-2_pangenome_k32	0.4	fmsi	local	15	1	1926582	1000000	6682659	fmsi.sars-cov-2_pangenome_k32.S_local.k_15.d_1
sars-cov-2_pangenome_k32	0.4	fmsi	local	15	2	1926582	1000000	4548523	fmsi.sars-cov-2_pangenome_k32.S_local.k_15.d_2
sars-cov-2_pangenome_k32	0.4	fmsi	local	15	3	1926582	1000000	3480603	fmsi.sars-cov-2_pangenome_k32.S_local.k_15.d_3
sars-cov-2_pangenome_k32	0.4	fmsi	local	15	4	1926582	1000000	2948579	fmsi.sars-cov-2_pangenome_k32.S_local.k_15.d_4
sars-cov-2_pangenome_k32	0.4	fmsi	local	15	5	1926582	1000000	2683819	fmsi.sars-cov-2_pangenome_k32.S_local.k_15.d_5
sars-cov-2_pangenome_k32	0.4	cbl	none	15	na	1926582	1000000	10953537	cbl.sars-cov-2_pangenome_k32.S_none.k_15.d_na
sars-cov-2_pangenome_k32	0.4	sbwt	none	15	0	1926582	1000000	7356408	sbwt.sars-cov-2_pangenome_k32.S_none.k_15.d_0
sars-cov-2_pangenome_k32	0.4	sbwt	none	15	1	1926582	1000000	4961400	sbwt.sars-cov-2_pangenome_k32.S_none.k_15.d_1
sars-cov-2_pangenome_k32	0.4	sbwt	none	15	2	1926582	1000000	6629106	sbwt.sars-cov-2_pangenome_k32.S_none.k_15.d_2
sars-cov-2_pangenome_k32	0.4	bwa	prophasm	15	na	1926582	1000000	64971292	bwa.sars-cov-2_pangenome_k32.S_prophasm.k_15.d_na
sars-cov-2_pangenome_k32	0.4	SSHash	prophasm	15	na	1926582	1000000	9590640	sshash.sars-cov-2_pangenome_k32.S_prophasm.k_15.d_na
sars-cov-2_pangenome_k32	0.4	FMSIv02	global	17	na	2263616	1000000	2290741	FMSIv02.sars-cov-2_pangenome_k32.S_global.k_17.d_na
sars-cov-2_pangenome_k32	0.4	fmsi	global	17	na	2263616	1000000	2479291	fmsi.sars-cov-2_pangenome_k32.S_global.k_17.d_na
sars-cov-2_pangenome_k32	0.4	FMSIv02	local	17	1	2263616	1000000	7422623	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_17.d_1
sars-cov-2_pangenome_k32	0.4	FMSIv02	local	17	2	2263616	1000000	5222126	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_17.d_2
sars-cov-2_pangenome_k32	0.4	FMSIv02	local	17	3	2263616	1000000	4041533	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_17.d_3
sars-cov-2_pangenome_k32	0.4	FMSIv02	local	17	4	2263616	1000000	3421101	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_17.d_4
sars-cov-2_pangenome_k32	0.4	FMSIv02	local	17	5	2263616	1000000	3111077	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_17.d_5
sars-cov-2_pangenome_k32	0.4	fmsi	local	17	1	2263616	1000000	8380827	fmsi.sars-cov-2_pangenome_k32.S_local.k_17.d_1
sars-cov-2_pangenome_k32	0.4	fmsi	local	17	2	2263616	1000000	5783371	fmsi.sars-cov-2_pangenome_k32.S_local.k_17.d_2
sars-cov-2_pangenome_k32	0.4	fmsi	local	17	3	2263616	1000000	4434243	fmsi.sars-cov-2_pangenome_k32.S_local.k_17.d_3
sars-cov-2_pangenome_k32	0.4	fmsi	local	17	4	2263616	1000000	3736395	fmsi.sars-cov-2_pangenome_k32.S_local.k_17.d_4
sars-cov-2_pangenome_k32	0.4	fmsi	local	17	5	2263616	1000000	3395875	fmsi.sars-cov-2_pangenome_k32.S_local.k_17.d_5
sars-cov-2_pangenome_k32	0.4	cbl	none	17	na	2263616	1000000	11823300	cbl.sars-cov-2_pangenome_k32.S_none.k_17.d_na
sars-cov-2_pangenome_k32	0.4	sbwt	none	17	0	2263616	1000000	10625720	sbwt.sars-cov-2_pangenome_k32.S_none.k_17.d_0
sars-cov-2_pangenome_k32	0.4	sbwt	none	17	1	2263616	1000000	6993752	sbwt.sars-cov-2_pangenome_k32.S_none.k_17.d_1
sars-cov-2_pangenome_k32	0.4	sbwt	none	17	2	2263616	1000000	8985826	sbwt.sars-cov-2_pangenome_k32.S_none.k_17.d_2
sars-cov-2_pangenome_k32	0.4	bwa	prophasm	17	na	2263616	1000000	82393297	bwa.sars-cov-2_pangenome_k32.S_prophasm.k_17.d_na
sars-cov-2_pangenome_k32	0.4	SSHash	prophasm	17	na	2263616	1000000	11999968	sshash.sars-cov-2_pangenome_k32.S_prophasm.k_17.d_na
sars-cov-2_pangenome_k32	0.4	FMSIv02	global	19	na	2579663	1000000	2710197	FMSIv02.sars-cov-2_pangenome_k32.S_global.k_19.d_na
sars-cov-2_pangenome_k32	0.4	fmsi	global	19	na	2579663	1000000	2867507	fmsi.sars-cov-2_pangenome_k32.S_global.k_19.d_na
sars-cov-2_pangenome_k32	0.4	FMSIv02	local	19	1	2579663	1000000	9316360	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_19.d_1
sars-cov-2_pangenome_k32	0.4	FMSIv02	local	19	2	2579663	1000000	6501312	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_19.d_2
sars-cov-2_pangenome_k32	0.4	FMSIv02	local	19	3	2579663	1000000	4963407	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_19.d_3
sars-cov-2_pangenome_k32	0.4	FMSIv02	local	19	4	2579663	1000000	4132206	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_19.d_4
sars-cov-2_pangenome_k32	0.4	FMSIv02	local	19	5	2579663	1000000	3692909	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_19.d_5
sars-cov-2_pangenome_k32	0.4	fmsi	local	19	1	2579663	1000000	10211195	fmsi.sars-cov-2_pangenome_k32.S_local.k_19.d_1
sars-cov-2_pangenome_k32	0.4	fmsi	local	19	2	2579663	1000000	7026747	fmsi.sars-cov-2_pangenome_k32.S_local.k_19.d_2
sars-cov-2_pangenome_k32	0.4	fmsi	local	19	3	2579663	1000000	5313787	fmsi.sars-cov-2_pangenome_k32.S_local.k_19.d_3
sars-cov-2_pangenome_k32	0.4	fmsi	local	19	4	2579663	1000000	4401619	fmsi.sars-cov-2_pangenome_k32.S_local.k_19.d_4
sars-cov-2_pangenome_k32	0.4	fmsi	local	19	5	2579663	1000000	3924827	fmsi.sars-cov-2_pangenome_k32.S_local.k_19.d_5
sars-cov-2_pangenome_k32	0.4	cbl	none	19	na	2579663	1000000	15119799	cbl.sars-cov-2_pangenome_k32.S_none.k_19.d_na
sars-cov-2_pangenome_k32	0.4	sbwt	none	19	0	2579663	1000000	14268792	sbwt.sars-cov-2_pangenome_k32.S_none.k_19.d_0
sars-cov-2_pangenome_k32	0.4	sbwt	none	19	1	2579663	1000000	9278616	sbwt.sars-cov-2_pangenome_k32.S_none.k_19.d_1
sars-cov-2_pangenome_k32	0.4	sbwt	none	19	2	2579663	1000000	11493882	sbwt.sars-cov-2_pangenome_k32.S_none.k_19.d_2
sars-cov-2_pangenome_k32	0.4	bwa	prophasm	19	na	2579663	1000000	99833921	bwa.sars-cov-2_pangenome_k32.S_prophasm.k_19.d_na
sars-cov-2_pangenome_k32	0.4	SSHash	prophasm	19	na	2579663	1000000	14559638	sshash.sars-cov-2_pangenome_k32.S_prophasm.k_19.d_na
sars-cov-2_pangenome_k32	0.4	FMSIv02	global	21	na	2894599	1000000	3112397	FMSIv02.sars-cov-2_pangenome_k32.S_global.k_21.d_na
sars-cov-2_pangenome_k32	0.4	fmsi	global	21	na	2894599	1000000	3213683	fmsi.sars-cov-2_pangenome_k32.S_global.k_21.d_na
sars-cov-2_pangenome_k32	0.4	FMSIv02	local	21	1	2894599	1000000	11402024	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_21.d_1
sars-cov-2_pangenome_k32	0.4	FMSIv02	local	21	2	2894599	1000000	7884528	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_21.d_2
sars-cov-2_pangenome_k32	0.4	FMSIv02	local	21	3	2894599	1000000	5945534	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_21.d_3
sars-cov-2_pangenome_k32	0.4	FMSIv02	local	21	4	2894599	1000000	4882342	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_21.d_4
sars-cov-2_pangenome_k32	0.4	FMSIv02	local	21	5	2894599	1000000	4309221	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_21.d_5
sars-cov-2_pangenome_k32	0.4	fmsi	local	21	1	2894599	1000000	12158155	fmsi.sars-cov-2_pangenome_k32.S_local.k_21.d_1
sars-cov-2_pangenome_k32	0.4	fmsi	local	21	2	2894599	1000000	8303043	fmsi.sars-cov-2_pangenome_k32.S_local.k_21.d_2
sars-cov-2_pangenome_k32	0.4	fmsi	local	21	3	2894599	1000000	6212819	fmsi.sars-cov-2_pangenome_k32.S_local.k_21.d_3
sars-cov-2_pangenome_k32	0.4	fmsi	local	21	4	2894599	1000000	5067899	fmsi.sars-cov-2_pangenome_k32.S_local.k_21.d_4
sars-cov-2_pangenome_k32	0.4	fmsi	local	21	5	2894599	1000000	4456635	fmsi.sars-cov-2_pangenome_k32.S_local.k_21.d_5
sars-cov-2_pangenome_k32	0.4	cbl	none	21	na	2894599	1000000	16100984	cbl.sars-cov-2_pangenome_k32.S_none.k_21.d_na
sars-cov-2_pangenome_k32	0.4	sbwt	none	21	0	2894599	1000000	18345624	sbwt.sars-cov-2_pangenome_k32.S_none.k_21.d_0
sars-cov-2_pangenome_k32	0.4	sbwt	none	21	1	2894599	1000000	11813240	sbwt.sars-cov-2_pangenome_k32.S_none.k_21.d_1
sars-cov-2_pangenome_k32	0.4	sbwt	none	21	2	2894599	1000000	14222514	sbwt.sars-cov-2_pangenome_k32.S_none.k_21.d_2
sars-cov-2_pangenome_k32	0.4	bwa	prophasm	21	na	2894599	1000000	118449182	bwa.sars-cov-2_pangenome_k32.S_prophasm.k_21.d_na
sars-cov-2_pangenome_k32	0.4	SSHash	prophasm	21	na	2894599	1000000	17566540	sshash.sars-cov-2_pangenome_k32.S_prophasm.k_21.d_na
sars-cov-2_pangenome_k32	0.4	FMSIv02	global	23	na	3211592	1000000	3515533	FMSIv02.sars-cov-2_pangenome_k32.S_global.k_23.d_na
sars-cov-2_pangenome_k32	0.4	fmsi	global	23	na	3211592	1000000	3543715	fmsi.sars-cov-2_pangenome_k32.S_global.k_23.d_na
sars-cov-2_pangenome_k32	0.4	FMSIv02	local	23	1	3211592	1000000	13700856	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_23.d_1
sars-cov-2_pangenome_k32	0.4	FMSIv02	local	23	2	3211592	1000000	9397231	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_23.d_2
sars-cov-2_pangenome_k32	0.4	FMSIv02	local	23	3	3211592	1000000	7009343	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_23.d_3
sars-cov-2_pangenome_k32	0.4	FMSIv02	local	23	4	3211592	1000000	5686054	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_23.d_4
sars-cov-2_pangenome_k32	0.4	FMSIv02	local	23	5	3211592	1000000	4957686	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_23.d_5
sars-cov-2_pangenome_k32	0.4	fmsi	local	23	1	3211592	1000000	14186763	fmsi.sars-cov-2_pangenome_k32.S_local.k_23.d_1
sars-cov-2_pangenome_k32	0.4	fmsi	local	23	2	3211592	1000000	9628579	fmsi.sars-cov-2_pangenome_k32.S_local.k_23.d_2
sars-cov-2_pangenome_k32	0.4	fmsi	local	23	3	3211592	1000000	7129843	fmsi.sars-cov-2_pangenome_k32.S_local.k_23.d_3
sars-cov-2_pangenome_k32	0.4	fmsi	local	23	4	3211592	1000000	5744411	fmsi.sars-cov-2_pangenome_k32.S_local.k_23.d_4
sars-cov-2_pangenome_k32	0.4	fmsi	local	23	5	3211592	1000000	4988843	fmsi.sars-cov-2_pangenome_k32.S_local.k_23.d_5
sars-cov-2_pangenome_k32	0.4	cbl	none	23	na	3211592	1000000	20358643	cbl.sars-cov-2_pangenome_k32.S_none.k_23.d_na
sars-cov-2_pangenome_k32	0.4	sbwt	none	23	0	3211592	1000000	22869080	sbwt.sars-cov-2_pangenome_k32.S_none.k_23.d_0
sars-cov-2_pangenome_k32	0.4	sbwt	none	23	1	3211592	1000000	14640664	sbwt.sars-cov-2_pangenome_k32.S_none.k_23.d_1
sars-cov-2_pangenome_k32	0.4	sbwt	none	23	2	3211592	1000000	17190010	sbwt.sars-cov-2_pangenome_k32.S_none.k_23.d_2
sars-cov-2_pangenome_k32	0.4	bwa	prophasm	23	na	3211592	1000000	138481888	bwa.sars-cov-2_pangenome_k32.S_prophasm.k_23.d_na
sars-cov-2_pangenome_k32	0.4	SSHash	prophasm	23	na	3211592	1000000	20550926	sshash.sars-cov-2_pangenome_k32.S_prophasm.k_23.d_na
sars-cov-2_pangenome_k32	0.4	FMSIv02	global	31	na	4513562	1000000	5176214	FMSIv02.sars-cov-2_pangenome_k32.S_global.k_31.d_na
sars-cov-2_pangenome_k32	0.4	fmsi	global	31	na	4513562	1000000	4773331	fmsi.sars-cov-2_pangenome_k32.S_global.k_31.d_na
sars-cov-2_pangenome_k32	0.4	FMSIv02	local	31	1	4513562	1000000	25117665	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_31.d_1
sars-cov-2_pangenome_k32	0.4	FMSIv02	local	31	2	4513562	1000000	16812297	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_31.d_2
sars-cov-2_pangenome_k32	0.4	FMSIv02	local	31	3	4513562	1000000	12114065	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_31.d_3
sars-cov-2_pangenome_k32	0.4	FMSIv02	local	31	4	4513562	1000000	9449216	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_31.d_4
sars-cov-2_pangenome_k32	0.4	FMSIv02	local	31	5	4513562	1000000	7937672	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_31.d_5
sars-cov-2_pangenome_k32	0.4	fmsi	local	31	1	4513562	1000000	23150587	fmsi.sars-cov-2_pangenome_k32.S_local.k_31.d_1
sars-cov-2_pangenome_k32	0.4	fmsi	local	31	2	4513562	1000000	15481523	fmsi.sars-cov-2_pangenome_k32.S_local.k_31.d_2
sars-cov-2_pangenome_k32	0.4	fmsi	local	31	3	4513562	1000000	11135363	fmsi.sars-cov-2_pangenome_k32.S_local.k_31.d_3
sars-cov-2_pangenome_k32	0.4	fmsi	local	31	4	4513562	1000000	8640051	fmsi.sars-cov-2_pangenome_k32.S_local.k_31.d_4
sars-cov-2_pangenome_k32	0.4	fmsi	local	31	5	4513562	1000000	7219987	fmsi.sars-cov-2_pangenome_k32.S_local.k_31.d_5
sars-cov-2_pangenome_k32	0.4	cbl	none	31	na	4513562	1000000	35055169	cbl.sars-cov-2_pangenome_k32.S_none.k_31.d_na
sars-cov-2_pangenome_k32	0.4	sbwt	none	31	0	4513562	1000000	45513208	sbwt.sars-cov-2_pangenome_k32.S_none.k_31.d_0
sars-cov-2_pangenome_k32	0.4	sbwt	none	31	1	4513562	1000000	28742360	sbwt.sars-cov-2_pangenome_k32.S_none.k_31.d_1
sars-cov-2_pangenome_k32	0.4	sbwt	none	31	2	4513562	1000000	31543586	sbwt.sars-cov-2_pangenome_k32.S_none.k_31.d_2
sars-cov-2_pangenome_k32	0.4	bwa	prophasm	31	na	4513562	1000000	233456111	bwa.sars-cov-2_pangenome_k32.S_prophasm.k_31.d_na
sars-cov-2_pangenome_k32	0.4	SSHash	prophasm	31	na	4513562	1000000	34716770	sshash.sars-cov-2_pangenome_k32.S_prophasm.k_31.d_na
sars-cov-2_pangenome_k32	0.5	FMSIv02	global	15	na	2408227	1000000	1981253	FMSIv02.sars-cov-2_pangenome_k32.S_global.k_15.d_na
sars-cov-2_pangenome_k32	0.5	fmsi	global	15	na	2408227	1000000	2197115	fmsi.sars-cov-2_pangenome_k32.S_global.k_15.d_na
sars-cov-2_pangenome_k32	0.5	FMSIv02	local	15	1	2408227	1000000	6171024	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_15.d_1
sars-cov-2_pangenome_k32	0.5	FMSIv02	local	15	2	2408227	1000000	4079229	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_15.d_2
sars-cov-2_pangenome_k32	0.5	FMSIv02	local	15	3	2408227	1000000	3163605	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_15.d_3
sars-cov-2_pangenome_k32	0.5	FMSIv02	local	15	4	2408227	1000000	2772117	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_15.d_4
sars-cov-2_pangenome_k32	0.5	FMSIv02	local	15	5	2408227	1000000	2593005	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_15.d_5
sars-cov-2_pangenome_k32	0.5	fmsi	local	15	1	2408227	1000000	7334211	fmsi.sars-cov-2_pangenome_k32.S_local.k_15.d_1
sars-cov-2_pangenome_k32	0.5	fmsi	local	15	2	2408227	1000000	4677203	fmsi.sars-cov-2_pangenome_k32.S_local.k_15.d_2
sars-cov-2_pangenome_k32	0.5	fmsi	local	15	3	2408227	1000000	3573387	fmsi.sars-cov-2_pangenome_k32.S_local.k_15.d_3
sars-cov-2_pangenome_k32	0.5	fmsi	local	15	4	2408227	1000000	3115331	fmsi.sars-cov-2_pangenome_k32.S_local.k_15.d_4
sars-cov-2_pangenome_k32	0.5	fmsi	local	15	5	2408227	1000000	2913643	fmsi.sars-cov-2_pangenome_k32.S_local.k_15.d_5
sars-cov-2_pangenome_k32	0.5	cbl	none	15	na	2408227	1000000	12889414	cbl.sars-cov-2_pangenome_k32.S_none.k_15.d_na
sars-cov-2_pangenome_k32	0.5	sbwt	none	15	0	2408227	1000000	7960472	sbwt.sars-cov-2_pangenome_k32.S_none.k_15.d_0
sars-cov-2_pangenome_k32	0.5	sbwt	none	15	1	2408227	1000000	5534968	sbwt.sars-cov-2_pangenome_k32.S_none.k_15.d_1
sars-cov-2_pangenome_k32	0.5	sbwt	none	15	2	2408227	1000000	7122666	sbwt.sars-cov-2_pangenome_k32.S_none.k_15.d_2
sars-cov-2_pangenome_k32	0.5	bwa	prophasm	15	na	2408227	1000000	69213862	bwa.sars-cov-2_pangenome_k32.S_prophasm.k_15.d_na
sars-cov-2_pangenome_k32	0.5	SSHash	prophasm	15	na	2408227	1000000	10382512	sshash.sars-cov-2_pangenome_k32.S_prophasm.k_15.d_na
sars-cov-2_pangenome_k32	0.5	FMSIv02	global	17	na	2829520	1000000	2454493	FMSIv02.sars-cov-2_pangenome_k32.S_global.k_17.d_na
sars-cov-2_pangenome_k32	0.5	fmsi	global	17	na	2829520	1000000	2660571	fmsi.sars-cov-2_pangenome_k32.S_global.k_17.d_na
sars-cov-2_pangenome_k32	0.5	FMSIv02	local	17	1	2829520	1000000	8095359	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_17.d_1
sars-cov-2_pangenome_k32	0.5	FMSIv02	local	17	2	2829520	1000000	5289526	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_17.d_2
sars-cov-2_pangenome_k32	0.5	FMSIv02	local	17	3	2829520	1000000	4014357	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_17.d_3
sars-cov-2_pangenome_k32	0.5	FMSIv02	local	17	4	2829520	1000000	3442253	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_17.d_4
sars-cov-2_pangenome_k32	0.5	FMSIv02	local	17	5	2829520	1000000	3203013	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_17.d_5
sars-cov-2_pangenome_k32	0.5	fmsi	local	17	1	2829520	1000000	9143259	fmsi.sars-cov-2_pangenome_k32.S_local.k_17.d_1
sars-cov-2_pangenome_k32	0.5	fmsi	local	17	2	2829520	1000000	5835435	fmsi.sars-cov-2_pangenome_k32.S_local.k_17.d_2
sars-cov-2_pangenome_k32	0.5	fmsi	local	17	3	2829520	1000000	4382875	fmsi.sars-cov-2_pangenome_k32.S_local.k_17.d_3
sars-cov-2_pangenome_k32	0.5	fmsi	local	17	4	2829520	1000000	3744875	fmsi.sars-cov-2_pangenome_k32.S_local.k_17.d_4
sars-cov-2_pangenome_k32	0.5	fmsi	local	17	5	2829520	1000000	3487091	fmsi.sars-cov-2_pangenome_k32.S_local.k_17.d_5
sars-cov-2_pangenome_k32	0.5	cbl	none	17	na	2829520	1000000	13965631	cbl.sars-cov-2_pangenome_k32.S_none.k_17.d_na
sars-cov-2_pangenome_k32	0.5	sbwt	none	17	0	2829520	1000000	11431384	sbwt.sars-cov-2_pangenome_k32.S_none.k_17.d_0
sars-cov-2_pangenome_k32	0.5	sbwt	none	17	1	2829520	1000000	7860664	sbwt.sars-cov-2_pangenome_k32.S_none.k_17.d_1
sars-cov-2_pangenome_k32	0.5	sbwt	none	17	2	2829520	1000000	9603986	sbwt.sars-cov-2_pangenome_k32.S_none.k_17.d_2
sars-cov-2_pangenome_k32	0.5	bwa	prophasm	17	na	2829520	1000000	87511852	bwa.sars-cov-2_pangenome_k32.S_prophasm.k_17.d_na
sars-cov-2_pangenome_k32	0.5	SSHash	prophasm	17	na	2829520	1000000	13013380	sshash.sars-cov-2_pangenome_k32.S_prophasm.k_17.d_na
sars-cov-2_pangenome_k32	0.5	FMSIv02	global	19	na	3224579	1000000	2874645	FMSIv02.sars-cov-2_pangenome_k32.S_global.k_19.d_na
sars-cov-2_pangenome_k32	0.5	fmsi	global	19	na	3224579	1000000	3043739	fmsi.sars-cov-2_pangenome_k32.S_global.k_19.d_na
sars-cov-2_pangenome_k32	0.5	FMSIv02	local	19	1	3224579	1000000	10122361	FMSIv02.sars-cov-2_pangenome_k32.S_local.k_19.d_1
